Latitude,Longitude
1.36378,103.96385
1.32092,103.86547
1.30248,103.85284
1.35223,103.98561
1.36912,103.84533
1.32076,103.74347
1.28154,103.85025
1.35165,103.98646
1.32564,103.87749
1.28368,103.81909
1.35621,103.96323
1.31885,103.83346
1.34653,103.85247
1.33853,103.85303
1.32367,103.8549
1.3232,103.79475
1.27377,103.8096
1.28143,103.84553
1.30029,103.85985
1.44335,103.76966
1.43465,103.83821
1.31635,103.89996
1.32256,103.94286
1.43678,103.78219
1.3655,103.75116
1.3283,103.83937
1.31519,103.86131
1.31261,103.79641
1.35858,103.85425
1.28827,103.84267
1.39118,103.89359
1.29549,103.83017
1.39344,103.74307
1.44302,103.79354
1.40646,103.89914
1.34738,103.87209
1.3517,103.95758
1.35308,103.9371
1.30039,103.84579
1.30496,103.86
1.35936,103.83754
1.2906,103.82612
1.35734,103.89506
1.33033,103.93673
1.36092,103.84049
1.37645,103.73613
1.35615,103.71768
1.2919,103.83372
1.31817,103.86346
1.37716,103.7738
1.31003,103.85776
1.31461,103.65612
1.31094,103.85893
1.35125,103.75541
1.30655,103.88342
1.38634,103.75845
1.4438,103.83552
1.30941,103.87671
1.31405,103.89196
1.31837,103.8634
1.33435,103.86227
1.35575,103.96333
1.41852,103.83395
1.3128,103.76541
1.31064,103.84414
1.37205,103.88149
1.33198,103.87977
1.36913,103.88777
1.39329,103.83339
1.3313,103.898
1.29818,103.8577
1.36168,103.74844
1.38498,103.76673
1.28179,103.85193
1.33598,103.78412
1.40075,103.90474
1.31565,103.80575
1.31718,103.85722
1.29856,103.85399
1.32139,103.85591
1.29888,103.84749
1.3107,103.75876
1.34386,103.70685
1.37668,103.9616
1.30257,103.8412
1.2903,103.8326
1.37244,103.85612
1.36033,103.83727
1.29458,103.86258
1.33957,103.85416
1.28608,103.80808
1.28204,103.82363
1.44031,103.82459
1.4018,103.90639
1.35868,103.88396
1.31298,103.88082
1.30438,103.833
1.37125,103.86063
1.34856,103.84058
1.31369,103.86037
1.36246,103.96288
1.3575,103.98991
1.28705,103.81793
1.36577,103.89132
1.31542,103.84971
1.31291,103.84509
1.30786,103.82977
1.34826,103.83966
1.34348,103.84608
1.26635,103.82337
1.28688,103.82226
1.29846,103.85589
1.3341,103.8113
1.38512,103.74334
1.28114,103.82906
1.29095,103.84509
1.43401,103.79473
1.29126,103.85889
1.36243,103.93082
1.2904,103.84729
1.32295,103.91705
1.38404,103.74365
1.28013,103.84396
1.35974,103.95648
1.4233,103.83512
1.39101,103.74701
1.32585,103.84895
1.28762,103.79245
1.33174,103.8982
1.30054,103.83509
1.3162,103.90003
1.44351,103.83653
1.34486,103.73289
1.34886,103.85414
1.36769,103.84052
1.28121,103.84094
1.3935,103.90266
1.28545,103.80219
1.35671,103.86798
1.41715,103.83321
1.28144,103.85867
1.31085,103.87702
1.33405,103.7616
1.31242,103.85905
1.33617,103.94525
1.28583,103.80658
1.35107,103.96773
1.28703,103.80618
1.31765,103.8498
1.28926,103.83807
1.33253,103.88548
1.33539,103.78891
1.31261,103.76814
1.40396,103.74654
1.31691,103.8955
1.29162,103.85884
1.38556,103.84673
1.32847,103.8687
1.31959,103.9143
1.35348,103.87791
1.32657,103.84625
1.34485,103.77439
1.31853,103.86373
1.28662,103.85401
1.34326,103.85895
1.34099,103.82892
1.36108,103.84201
1.38535,103.84712
1.32676,103.82721
1.31068,103.85415
1.34551,103.71381
1.37416,103.88569
1.28185,103.83779
1.3105,103.88241
1.30536,103.85052
1.38552,103.84661
1.37097,103.96712
1.36115,103.8406
1.4306,103.83117
1.31088,103.83933
1.41605,103.804
1.29109,103.85463
1.30167,103.84273
1.35809,103.98977
1.30029,103.85414
1.32117,103.87199
1.38919,103.98719
1.30971,103.85386
1.31053,103.84738
1.30228,103.75255
1.37387,103.8991
1.38079,103.84385
1.30405,103.86068
1.32842,103.81418
1.41364,103.83471
1.30864,103.85522
1.34337,103.87335
1.34013,103.89765
1.28882,103.80302
1.32798,103.88734
1.30551,103.79514
1.31239,103.92417
1.35807,103.98977
1.32569,103.74757
1.33204,103.89822
1.42551,103.77098
1.3167,103.75836
1.3768,103.84754
1.36563,103.87165
1.30169,103.84262
1.41569,103.82372
1.32635,103.75614
1.33774,103.92312
1.37602,103.85204
1.39549,103.75397
1.31359,103.88834
1.31307,103.85956
1.31436,103.88826
1.402,103.74838
1.31086,103.87837
1.27902,103.85728
1.3274,103.9187
1.33181,103.89824
1.29184,103.8595
1.32382,103.85846
1.33743,103.7402
1.31265,103.8796
1.31485,103.89108
1.31003,103.85571
1.33223,103.89507
1.31857,103.88172
1.37897,103.75986
1.34998,103.72813
1.28414,103.8215
1.29012,103.84201
1.32669,103.8455
1.45329,103.79427
1.28122,103.85858
1.3472,103.73367
1.30136,103.85034
1.3928,103.82571
1.36567,103.86028
1.34352,103.84633
1.37676,103.84482
1.42876,103.82676
1.34749,103.95942
1.29441,103.85893
1.3437,103.68679
1.40539,103.90186
1.30578,103.91197
1.303,103.8579
1.35813,103.98971
1.31628,103.90005
1.28386,103.84325
1.30395,103.83367
1.34667,103.74208
1.35143,103.96791
1.39388,103.89162
1.33074,103.74813
1.32983,103.7229
1.37975,103.75292
1.29017,103.85096
1.28204,103.84915
1.36286,103.89254
1.34123,103.73507
1.44099,103.7773
1.31267,103.87968
1.3021,103.84246
1.30388,103.87771
1.42776,103.79753
1.29575,103.8316
1.32341,103.93186
1.34089,103.84729
1.41874,103.83411
1.33446,103.85812
1.36477,103.88992
1.33758,103.7775
1.29278,103.82587
1.3902,103.99045
1.31013,103.8584
1.39358,103.8343
1.44831,103.80031
1.35104,103.87947
1.31195,103.87633
1.42,103.82479
1.338,103.7777
1.35401,103.98633
1.4179,103.83422
1.34245,103.86076
1.37797,103.92527
1.29546,103.82948
1.34078,103.94264
1.35687,103.90195
1.37678,103.83951
1.31264,103.87987
1.28515,103.79944
1.40607,103.91253
1.30741,103.75877
1.31992,103.86189
1.37111,103.96945
1.41256,103.86196
1.40433,103.89706
1.42015,103.77216
1.37205,103.83636
1.34639,103.94314
1.29722,103.85042
1.31304,103.87957
1.35142,103.93881
1.36603,103.96312
1.29945,103.84491
1.27419,103.82509
1.35233,103.83547
1.37534,103.94036
1.43824,103.77533
1.3977,103.8952
1.42578,103.82844
1.30945,103.89764
1.37197,103.77826
1.32024,103.91595
1.31949,103.8548
1.32832,103.93942
1.37211,103.92957
1.30843,103.86265
1.36525,103.89251
1.38524,103.84638
1.28044,103.84067
1.39532,103.74709
1.33256,103.88475
1.28292,103.85969
1.29492,103.7856
1.37939,103.88895
1.3143,103.87904
1.27318,103.82166
1.44097,103.80135
1.28897,103.83873
1.30908,103.86252
1.2881,103.84653
1.35271,103.94333
1.2883,103.8357
1.38049,103.83586
1.37355,103.85561
1.30073,103.89757
1.29956,103.84942
1.31567,103.8262
1.2826,103.82592
1.34218,103.85817
1.42074,103.79845
1.37513,103.89725
1.27725,103.849
1.35389,103.96021
1.3244,103.77297
1.34294,103.85824
1.29654,103.8532
1.31618,103.85875
1.38428,103.84674
1.39612,103.90968
1.38331,103.85844
1.34878,103.79665
1.35294,103.96533
1.37397,103.89214
1.36666,103.95855
1.3498,103.71486
1.4422,103.83713
1.3909,103.87631
1.33382,103.9226
1.27736,103.84423
1.35568,103.72024
1.31039,103.8808
1.31812,103.86361
1.38911,103.75274
1.3319,103.89813
1.41255,103.77134
1.34295,103.85817
1.4433,103.78085
1.36625,103.85115
1.30903,103.78296
1.2848,103.82105
1.35786,103.98943
1.35748,103.98989
1.31459,103.84702
1.34196,103.83673
1.3065,103.86608
1.3787,103.74046
1.30995,103.79496
1.28292,103.84221
1.28732,103.84597
1.38901,103.98664
1.31388,103.88577
1.2921,103.84076
1.30825,103.7843
1.3241,103.80959
1.4303,103.83631
1.3749,103.89753
1.29447,103.78438
1.323,103.81936
1.38601,103.9035
1.3241,103.89706
1.28406,103.81864
1.28638,103.77897
1.29181,103.81545
1.28307,103.81317
1.28044,103.84394
1.29063,103.82647
1.25429,103.82547
1.32242,103.93258
1.43247,103.79155
1.36254,103.85575
1.36465,103.82816
1.31401,103.88669
1.35314,103.94494
1.42381,103.84051
1.35659,103.90182
1.35206,103.95358
1.43143,103.7906
1.33785,103.9782
1.32668,103.89027
1.36994,103.86308
1.31058,103.85867
1.33288,103.74513
1.33793,103.93485
1.43291,103.7946
1.28848,103.83794
1.3091,103.85785
1.3746,103.83825
1.35633,103.88113
1.32935,103.92406
1.35641,103.84147
1.34335,103.85361
1.29107,103.83422
1.30228,103.79856
1.30077,103.84037
1.37737,103.76201
1.37424,103.83758
1.42224,103.838
1.3189,103.84333
1.35209,103.75462
1.37018,103.85723
1.30612,103.76192
1.33482,103.88832
1.30404,103.86039
1.37965,103.84312
1.44218,103.77098
1.35046,103.69846
1.38257,103.93572
1.34616,103.75731
1.3228,103.92314
1.3748,103.877
1.35774,103.74804
1.35497,103.98698
1.27908,103.857
1.27808,103.80776
1.35283,103.98589
1.28072,103.82651
1.34745,103.71042
1.391,103.89885
1.39516,103.74731
1.33213,103.79493
1.45373,103.83268
1.30158,103.90017
1.3612,103.85858
1.43435,103.83997
1.32461,103.85925
1.31196,103.85951
1.32613,103.8558
1.3051,103.85441
1.42346,103.88605
1.35675,103.90186
1.38408,103.74331
1.33643,103.87051
1.28888,103.81589
1.28968,103.84902
1.29084,103.83431
1.36893,103.84747
1.31005,103.87158
1.36032,103.93829
1.31656,103.8357
1.30759,103.82903
1.33493,103.93791
1.36243,103.85622
1.37023,103.95515
1.32096,103.87111
1.28924,103.8608
1.32651,103.84246
1.3304,103.86874
1.38002,103.77282
1.28593,103.83076
1.25469,103.82536
1.31944,103.8537
1.35368,103.98763
1.39509,103.75379
1.33602,103.85547
1.38568,103.74634
1.31103,103.84335
1.35117,103.85031
1.28366,103.85059
1.28477,103.85175
1.38202,103.74602
1.37658,103.95918
1.43868,103.82987
1.32686,103.94618
1.38194,103.76135
1.32228,103.89108
1.33713,103.8622
1.35682,103.6938
1.33217,103.89676
1.35397,103.95885
1.32457,103.72449
1.43383,103.79064
1.42127,103.83243
1.36969,103.83806
1.43446,103.84203
1.44398,103.79361
1.30217,103.76353
1.35349,103.83445
1.42751,103.77411
1.35588,103.9341
1.31175,103.85947
1.34093,103.86142
1.33445,103.69122
1.30683,103.83299
1.30138,103.843
1.33327,103.9389
1.31182,103.788
1.32866,103.9744
1.39578,103.89077
1.30994,103.85903
1.32796,103.87132
1.28644,103.84505
1.36845,103.84119
1.30134,103.7982
1.28592,103.83326
1.31172,103.85557
1.32791,103.92582
1.38019,103.91935
1.27801,103.82518
1.332,103.88896
1.35462,103.86016
1.33707,103.85744
1.34094,103.7788
1.28719,103.84432
1.40017,103.89526
1.35803,103.98964
1.28705,103.85405
1.33066,103.93029
1.341,103.75556
1.441,103.80123
1.30488,103.85497
1.43487,103.83738
1.35979,103.8366
1.28704,103.80619
1.33889,103.83224
1.29176,103.81548
1.43218,103.77268
1.37434,103.8549
1.33169,103.89789
1.30932,103.85771
1.325,103.72506
1.27241,103.832
1.32842,103.87111
1.31073,103.88404
1.2945,103.85052
1.3543,103.83297
1.34565,103.73773
1.285,103.82101
1.35899,103.8548
1.31123,103.85999
1.25243,103.84697
1.29278,103.76836
1.30311,103.87791
1.31641,103.84742
1.36458,103.89498
1.4054,103.90907
1.42544,103.76178
1.32124,103.87127
1.29052,103.84734
1.26715,103.8263
1.317,103.84828
1.34695,103.84844
1.28882,103.84584
1.29623,103.85347
1.36918,103.86981
1.28879,103.83484
1.29345,103.86125
1.31284,103.89907
1.36063,103.84255
1.31712,103.84853
1.38495,103.74349
1.31641,103.83703
1.39511,103.91099
1.44256,103.76929
1.38335,103.74871
1.33924,103.69836
1.3208,103.85856
1.34931,103.96383
1.30442,103.86628
1.28298,103.8603
1.30112,103.9012
1.33202,103.89798
1.3771,103.77484
1.29186,103.84291
1.313,103.63038
1.32327,103.65575
1.44063,103.77096
1.42496,103.77626
1.34966,103.75287
1.28577,103.84895
1.3505,103.83833
1.37302,103.85597
1.35592,103.938
1.42663,103.84259
1.33499,103.86581
1.37653,103.84879
1.3335,103.74072
1.33613,103.86522
1.35065,103.93221
1.28746,103.84383
1.33597,103.7247
1.37097,103.96058
1.3364,103.85276
1.43044,103.83545
1.29563,103.84406
1.33122,103.72198
1.30688,103.7932
1.34176,103.83583
1.29878,103.79757
1.32837,103.87089
1.27882,103.84429
1.32592,103.90512
1.35409,103.98705
1.37756,103.8968
1.31256,103.8792
1.30124,103.85526
1.29153,103.85153
1.30686,103.82822
1.29349,103.85216
1.30118,103.84154
1.28511,103.84432
1.32838,103.93982
1.27942,103.84698
1.33395,103.91435
1.29657,103.85658
1.31163,103.85938
1.33669,103.76012
1.34796,103.74531
1.29539,103.85127
1.35389,103.83337
1.31363,103.87671
1.35018,103.71668
1.42355,103.83827
1.32409,103.92969
1.25511,103.825
1.31589,103.87871
1.30097,103.8514
1.29136,103.84606
1.3271,103.8903
1.34463,103.93844
1.40122,103.74468
1.36964,103.87872
1.32755,103.82766
1.32364,103.85206
1.33647,103.97043
1.25587,103.82433
1.34191,103.94796
1.38601,103.74328
1.3105,103.85875
1.41361,103.82293
1.31841,103.82581
1.32792,103.86843
1.25742,103.82396
1.36985,103.86067
1.33605,103.85754
1.3704,103.85802
1.33674,103.88905
1.31856,103.89202
1.31652,103.9001
1.33208,103.89847
1.33657,103.75783
1.4184,103.83524
1.32081,103.85298
1.42279,103.83164
1.31678,103.85776
1.28682,103.84792
1.3018,103.83827
1.33084,103.69695
1.28221,103.86022
1.43853,103.77525
1.44789,103.79796
1.37867,103.93366
1.37768,103.75287
1.33232,103.86749
1.39162,103.81844
1.31803,103.85092
1.28258,103.85941
1.35833,103.98957
1.28221,103.85925
1.28156,103.84958
1.32783,103.92676
1.34033,103.74629
1.35251,103.87692
1.28276,103.85197
1.30258,103.85748
1.3662,103.8579
1.3268,103.84776
1.30874,103.82979
1.37443,103.88645
1.35013,103.86914
1.29245,103.83345
1.3082,103.85638
1.28294,103.85208
1.32515,103.90227
1.31779,103.76517
1.33993,103.95093
1.36116,103.89319
1.28956,103.81487
1.33563,103.72425
1.35271,103.93261
1.35976,103.74986
1.3704,103.8746
1.37585,103.87715
1.29579,103.88815
1.43619,103.82554
1.28573,103.80669
1.28814,103.86089
1.28331,103.84966
1.38063,103.75398
1.37938,103.77279
1.37603,103.7424
1.29166,103.84568
1.38523,103.84631
1.39629,103.74759
1.34718,103.95792
1.3111,103.87425
1.30033,103.84183
1.29178,103.83385
1.37057,103.88495
1.43463,103.82618
1.31651,103.83697
1.406,103.75207
1.30207,103.85678
1.35148,103.98522
1.33838,103.86211
1.35443,103.71943
1.34518,103.73682
1.37641,103.84982
1.3129,103.88404
1.39828,103.81384
1.29958,103.85271
1.34941,103.7164
1.32613,103.84188
1.34024,103.70944
1.3302,103.821
1.3412,103.88378
1.30812,103.90835
1.39726,103.85655
1.36234,103.85623
1.34919,103.86721
1.40619,103.82795
1.3325,103.89779
1.34409,103.74567
1.33193,103.89836
1.34676,103.74716
1.33888,103.69297
1.34167,103.74392
1.33484,103.69207
1.27916,103.84815
1.30783,103.85857
1.33382,103.92241
1.31247,103.79624
1.34737,103.95367
1.35721,103.98998
1.44883,103.81681
1.38777,103.89187
1.29672,103.76702
1.30156,103.83877
1.34937,103.92869
1.3146,103.85992
1.37183,103.86753
1.27597,103.81329
1.31425,103.86027
1.37674,103.73629
1.35392,103.86753
1.30754,103.86182
1.34587,103.89227
1.33985,103.76867
1.33822,103.72422
1.30533,103.83722
1.30755,103.90741
1.44552,103.79419
1.42053,103.79863
1.32664,103.84933
1.28864,103.84439
1.35805,103.88298
1.32677,103.86719
1.3485,103.73969
1.33888,103.83359
1.35214,103.94296
1.32856,103.74446
1.32843,103.81123
1.29613,103.85394
1.30243,103.85325
1.33152,103.84622
1.30149,103.85036
1.36162,103.98893
1.35332,103.95282
1.34767,103.76499
1.3172,103.8415
1.29877,103.85365
1.37018,103.94209
1.30854,103.87731
1.3267,103.84521
1.3679,103.76559
1.431,103.7841
1.27568,103.82298
1.28922,103.81412
1.43672,103.7548
1.32118,103.93578
1.33156,103.94754
1.29877,103.85374
1.28775,103.84631
1.3492,103.8511
1.31498,103.89186
1.3099,103.79543
1.34553,103.94591
1.42411,103.83955
1.31779,103.90598
1.31318,103.8821
1.30968,103.85767
1.33096,103.89798
1.37074,103.96038
1.27321,103.83563
1.3747,103.87482
1.30804,103.79511
1.37218,103.84541
1.28402,103.81783
1.28525,103.86092
1.37894,103.88141
1.37534,103.95429
1.34119,103.75565
1.31701,103.78797
1.29832,103.85772
1.28163,103.85152
1.34201,103.85838
1.30778,103.85757
1.4072,103.7501
1.3301,103.75717
1.37634,103.85074
1.31885,103.84284
1.26094,103.8237
1.35416,103.75184
1.27966,103.84029
1.38462,103.74481
1.37019,103.84544
1.36375,103.84721
1.36144,103.98877
1.44348,103.83648
1.44328,103.76973
1.41413,103.8417
1.35744,103.84616
1.33393,103.75851
1.32318,103.89061
1.31708,103.89533
1.28811,103.81403
1.38079,103.7685
1.28513,103.84989
1.34311,103.8541
1.31219,103.77704
1.3424,103.85792
1.34842,103.84709
1.30393,103.83321
1.32876,103.87187
1.33961,103.75393
1.31423,103.85386
1.29448,103.83228
1.25465,103.82542
1.35172,103.72543
1.44322,103.76955
1.31125,103.86021
1.31008,103.87053
1.39779,103.88896
1.38815,103.90057
1.34551,103.75757
1.38749,103.90532
1.34588,103.71354
1.3402,103.74192
1.31514,103.85956
1.44702,103.82755
1.36646,103.94908
1.30663,103.81691
1.33036,103.70828
1.29478,103.79961
1.35216,103.95477
1.43099,103.84465
1.38026,103.76742
1.31746,103.86304
1.34389,103.69982
1.37913,103.85835
1.36509,103.74414
1.30931,103.87732
1.31266,103.85629
1.37955,103.76083
1.44788,103.81326
1.38223,103.77029
1.43169,103.83964
1.42398,103.7591
1.39983,103.8282
1.37907,103.87847
1.33215,103.89862
1.31081,103.83973
1.34033,103.77378
1.44172,103.79589
1.29124,103.86076
1.35592,103.84469
1.28529,103.86158
1.38612,103.90174
1.34236,103.78598
1.30114,103.83664
1.39256,103.90113
1.3841,103.74696
1.31708,103.86276
1.31461,103.87944
1.45868,103.79936
1.36933,103.85691
1.31538,103.89112
1.3291,103.89963
1.44526,103.81841
1.37313,103.85477
1.30451,103.8331
1.33792,103.85387
1.3507,103.71791
1.29813,103.85763
1.43512,103.843
1.33827,103.73675
1.36845,103.89533
1.3204,103.91588
1.44246,103.77602
1.36588,103.85159
1.27652,103.85551
1.31864,103.86137
1.35002,103.71936
1.30554,103.85542
1.29033,103.84855
1.4378,103.79781
1.43677,103.83709
1.29353,103.7843
1.3516,103.75497
1.35228,103.98563
1.28583,103.84912
1.28482,103.82097
1.44285,103.76937
1.32407,103.8518
1.29083,103.83433
1.38223,103.89296
1.32732,103.92685
1.41641,103.83268
1.35016,103.72561
1.30447,103.8541
1.31055,103.85862
1.33961,103.70781
1.30038,103.85604
1.37138,103.89276
1.3239,103.8421
1.31019,103.85575
1.42012,103.84841
1.3985,103.82864
1.33957,103.84876
1.31885,103.9117
1.39896,103.91693
1.28201,103.83243
1.44067,103.77089
1.3407,103.84903
1.32293,103.87805
1.34682,103.8922
1.30942,103.76826
1.33049,103.79485
1.33695,103.83735
1.30716,103.83304
1.30223,103.88416
1.34308,103.84579
1.41537,103.83246
1.30226,103.85811
1.30126,103.84325
1.33028,103.82079
1.39316,103.90961
1.43417,103.76198
1.38871,103.90621
1.3514,103.83961
1.30072,103.84309
1.3086,103.86426
1.36093,103.98943
1.36492,103.84752
1.37412,103.8864
1.30431,103.87203
1.29661,103.81658
1.34433,103.86507
1.45264,103.81685
1.28124,103.84076
1.37001,103.95705
1.32669,103.84537
1.35518,103.87975
1.41831,103.83393
1.417,103.83568
1.31995,103.82556
1.3472,103.83829
1.45729,103.79449
1.36356,103.8595
1.3509,103.98436
1.28647,103.80597
1.31518,103.90583
1.30117,103.83874
1.28017,103.84406
1.31022,103.84421
1.2974,103.85488
1.31283,103.88055
1.33644,103.94563
1.32194,103.87391
1.37615,103.77399
1.28635,103.8104
1.38939,103.90469
1.37982,103.9342
1.37506,103.87599
1.31882,103.88656
1.32521,103.85423
1.26727,103.8263
1.43381,103.77695
1.33678,103.94113
1.4102,103.75583
1.31078,103.88376
1.38768,103.89738
1.33402,103.7894
1.32516,103.90223
1.31957,103.9144
1.33745,103.85893
1.37165,103.868
1.33657,103.84638
1.37526,103.89704
1.31293,103.7986
1.36226,103.85622
1.28492,103.84378
1.39873,103.74324
1.30357,103.83784
1.36304,103.88835
1.43608,103.80199
1.31826,103.86077
1.31761,103.86182
1.33532,103.93211
1.3458,103.94337
1.34784,103.76474
1.29982,103.85369
1.3574,103.98985
1.31253,103.86014
1.34797,103.87239
1.29128,103.84597
1.28061,103.84603
1.37058,103.86413
1.28787,103.82957
1.38914,103.84584
1.45854,103.7995
1.37515,103.89725
1.28518,103.86079
1.36096,103.84049
1.28197,103.85906
1.27966,103.83954
1.33838,103.84461
1.29417,103.80816
1.33884,103.70697
1.31081,103.79551
1.34601,103.71339
1.3465,103.89215
1.31299,103.85965
1.31053,103.8592
1.36119,103.84053
1.30837,103.895
1.35099,103.86198
1.34133,103.75568
1.33292,103.85604
1.27797,103.80292
1.33173,103.87706
1.36447,103.846
1.43036,103.79145
1.35809,103.85403
1.31445,103.8472
1.30228,103.86561
1.3354,103.91314
1.29122,103.85871
1.36074,103.84044
1.34819,103.74819
1.31552,103.88383
1.3796,103.89717
1.31462,103.8609
1.34981,103.76065
1.40588,103.82786
1.35348,103.87232
1.35633,103.94727
1.29149,103.78959
1.36113,103.98866
1.27654,103.83577
1.3082,103.8635
1.33077,103.86223
1.37952,103.74484
1.32664,103.9098
1.44485,103.82254
1.45865,103.79914
1.30849,103.83355
1.3383,103.80767
1.34659,103.93812
1.34854,103.71162
1.31518,103.88186
1.27746,103.84353
1.38111,103.75228
1.33027,103.95197
1.36074,103.85588
1.38517,103.77175
1.31453,103.8896
1.32663,103.84765
1.33897,103.70698
1.33399,103.89475
1.317,103.89504
1.37337,103.87688
1.32635,103.72131
1.42395,103.85982
1.3874,103.85835
1.37969,103.93599
1.31951,103.8896
1.33787,103.90554
1.35728,103.93807
1.34286,103.85824
1.33829,103.85551
1.37228,103.97041
1.28512,103.85193
1.25826,103.80996
1.27693,103.79083
1.28385,103.84203
1.33743,103.93057
1.30671,103.86462
1.36257,103.88784
1.28102,103.85228
1.3605,103.83881
1.3544,103.86122
1.29949,103.84485
1.31613,103.8975
1.34221,103.69264
1.33638,103.96631
1.31374,103.87686
1.36794,103.95976
1.39139,103.90653
1.30372,103.86113
1.31152,103.93435
1.32359,103.86703
1.37885,103.87886
1.34338,103.74503
